age,gender,education_level,monthly_income,income_stability,job_tenure_years,has_house,house_estimated_value,has_car,car_estimated_value,credit_limit,utilization_ratio,total_debt,debt_to_income,late_payment_count_12m,avg_payment_ratio,risk_score,approved,default_next_6m
36,1,2,4294.847792641117,0.40866525733191883,3.561151107653391,0,0.0,0,0.0,8831.449211750692,0.39015087718003655,3445.597656735475,0.802076289257236,3,0.9407873444487773,0.6824776673015672,0,1
35,0,1,5256.603784547383,0.4374517428963393,5.718571296659459,0,0.0,0,0.0,18414.128581829773,0.3527939685984556,6496.393500665976,1.2356186899742272,2,1.267905389013643,0.3702841385171035,1,1
50,0,2,4461.172891241945,0.5873746800557579,2.1385189873459756,1,223776.69118661535,1,11416.724353865202,18549.941910792026,0.1095383866416267,2031.9307092040524,0.4553679919467465,2,0.6222232785453737,0.060739099059491236,1,0
20,0,4,5997.749759206368,0.4233222831149416,0.0165076766584918,0,0.0,1,19512.223572483177,18616.88360641581,0.22180528853822176,4129.3232400035495,0.6883639767880327,4,0.40958464445709675,0.6635647468013444,0,1
46,0,3,4330.526810824376,0.1988982760330194,0.4150670388442489,0,0.0,0,0.0,14793.339202103823,1.732906128393164,25635.468162724555,5.9183445658612035,6,0.9332722881377498,1.0,0,1
18,1,3,3162.6892069480155,0.7318633275247359,3.3883072157232244,0,0.0,0,0.0,11316.489785018637,0.5915593155982976,6694.37495220075,2.116002715278963,2,0.6322212914339433,1.0,0,0
34,0,2,3648.9585183094964,0.2556409822838352,2.3326174397697494,0,0.0,1,19883.513666753523,7074.281894485704,1.7280931819416607,12225.01830899408,3.3493581495978706,2,1.023593179461574,1.0,0,1
23,0,1,946.9900930021989,1.0,17.7146929883061,0,0.0,0,0.0,5093.532109140598,0.47544308653256634,2421.6846273225383,2.5545463451556567,5,0.7630186770341972,1.0,0,1
51,1,2,7055.052793075253,0.7836951734856684,0.5946185192158938,1,207131.44535962527,1,23600.4016548945,18055.904713424858,0.28135301325306683,5080.083198132335,0.7199610528875129,2,0.18110363799179574,0.418126481349649,1,0
26,1,2,3728.3059994640553,0.5095118561065902,2.411179508485236,0,0.0,0,0.0,4512.884849421263,1.4743805406409896,6653.709604140253,1.78416831579293,2,0.020872583651789345,0.8626390093527827,0,0
29,1,2,6414.126756490827,0.8554696318033082,0.2364151865895876,0,0.0,1,4258.271111753562,22774.8792338653,0.10782550286434185,2455.7128060661826,0.3828003559838458,2,0.8297733252941579,0.29078814616468734,1,0
54,0,3,718.3133635418108,1.0,0.4854838859003602,0,0.0,0,0.0,4202.410998388148,0.28142610033480964,1182.6681392804905,1.644162612880119,1,1.1551543108325835,0.23391230909980143,1,0
57,1,2,18609.198118238128,0.1522713098951452,6.030166439710901,1,67141.79330795273,1,8977.609037838809,70424.29908520526,0.34935183236945666,24602.85792875111,1.3220094580637556,3,0.6837399847723198,0.6148255924883214,0,1
28,1,3,4575.2814475976,0.27392304884024044,5.882699539062462,1,52715.031021009505,1,9319.345569802772,4104.831387375593,0.35799204903806614,1469.4969993223565,0.3211115872459713,2,1.1976030422495816,0.3374181018451179,1,0
45,1,2,7079.456059950429,0.5501394241600565,1.374905630724939,0,0.0,1,48406.83855606574,6022.523300343821,0.1158997579769981,698.0089929206806,0.0985824905925011,8,1.3312514171942957,0.15068114331691157,1,0
31,1,2,4260.365299244312,0.33056262844146134,2.8412403906965022,1,202687.50624611747,1,7083.797071784255,16581.893407106847,1.4214078432742363,23569.63334519902,5.531005133349805,6,1.720966421636973,1.0,0,1
39,0,3,1373.054657241642,0.7960413027609451,2.802428000086291,0,0.0,0,0.0,5319.270631962574,0.27400269561760066,1457.4944918772835,1.0607252660553865,4,0.5447277998014903,1.0,0,1
40,1,2,4596.584937390044,0.7335651411717381,2.220251189410755,0,0.0,0,0.0,9873.501838622155,0.38810068288176225,3831.9128060035932,0.8334621019919412,2,0.8382191129662577,0.926239613687522,0,0
20,1,1,201.44098709270827,0.7280852514284535,4.298136998112764,1,23713.54840428285,1,9191.1552213868,608.0425245988167,0.42639327070757194,259.2652407929787,1.2806953992683687,3,0.31570948678666844,0.6150080920383887,0,0
37,0,1,3409.8258848895766,0.47144893388329967,1.6219250037575637,1,54753.95885492744,1,48095.47340308514,6449.863044258514,0.7577953646950475,4887.67631785699,1.4329891008245428,3,1.156256482320393,0.49464615825020997,1,0
33,1,1,5513.686919170894,0.6552828341743611,0.43879243661714873,1,213022.6854224818,1,18781.670235465037,25155.431200730432,0.7914416698736045,19909.056475896665,3.610187988494167,3,0.9792591676056733,1.0,0,1
24,0,2,8405.24528011676,0.5579018962561141,0.20648764848308393,0,0.0,0,0.0,15154.476855361172,0.19992798548533122,3029.8040287764366,0.3604229864601754,4,0.9950381576435238,0.25123128784259624,1,1
31,0,3,745.6946780470381,0.7473401679889515,9.019535352065372,0,0.0,1,9565.156798579947,1842.3628995230201,0.6553698301283452,1207.429060495167,1.6170318283949319,5,0.5807572379061559,0.6663233205370575,0,1
18,0,1,3366.374265373545,0.8568912498202857,5.6107549059775454,0,0.0,0,0.0,11109.997695589844,0.6740165561751104,7488.322385894879,2.2237867833393907,2,0.7197783389071291,1.0,0,1
